id,epic_id,title,objective,depends_on,requirement_ids,design_refs,deliverables,acceptance_criteria,test_suites,priority,mvp,size,open_decisions,one_pr_preferred,design_status,implementation_status,verification_status
ST-1407,EPIC-14,External policy change registry,公式Source snapshotと影響記事を管理,ST-0405;ST-0805,FR-017,,policy snapshot;impact query,overdue alert;version links,TST-005;TST-020,P0,True,M,,True,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED
ST-1501,EPIC-15,Terraform foundation,AWS account/region/network/provider setup,ST-0106,,RAOS-ARCH-001;RAOS-OPS-001,Terraform modules/state plan,no production apply without approval,TST-026,P0,True,L,OD-013,False,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED
ST-1502,EPIC-15,Data services infrastructure,RDS/S3/SQS/Secrets/KMSをIaC化,ST-1501,,,modules/config,private/encrypted/backups/policies,TST-026;TST-029,P0,True,L,,False,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED
ST-1503,EPIC-15,Compute/CDN/WAF infrastructure,ECS/CloudFront/WAF/routeをIaC化,ST-1501,,,modules,public/admin boundary;health,TST-026;TST-027,P0,True,L,,False,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED
ST-1504,EPIC-15,GitHub OIDC deployment,short-lived deploy identityとenvironment approval,ST-0107;ST-1501,,,workflow/IAM trust,fork PR no credential;production approval,TST-026,P0,True,M,,True,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED
ST-1505,EPIC-15,Staging deployment pipeline,artifact promotion、migration、smoke、rollback,ST-1502;ST-1503;ST-1504,,,staging pipeline,repeatable deployment,TST-009;TST-022,P0,True,L,,False,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED
ST-1506,EPIC-15,Production deployment definition,Production env保護とcanary,ST-1505,,,production pipeline disabled by default,GATE/security/ops approvals required,TST-032,P0,True,M,OD-009;OD-011;OD-013;OD-015,True,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED
ST-1601,EPIC-16,Observability foundation,trace/metric/logとcorrelation,ST-1404;ST-1505,,,OpenTelemetry;dashboards,no sensitive attributes,TST-031,P0,True,L,,False,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED
ST-1602,EPIC-16,SLI/SLO and alert implementation,14 SLO/20 alertを実装,ST-1601,,,metrics/alerts,alert routes to owner/runbook,TST-027;TST-028,P0,True,L,OD-011,False,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED
ST-1603,EPIC-16,Security verification pack,83 control evidenceとremediation,ST-0407;ST-1505,,,ASVS mapping;scan/manual results,critical/high zero or approved exception,TST-026;TST-031,P0,True,L,,False,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED
ST-1604,EPIC-16,Performance/load test,public/admin/API/worker capacity,ST-1505;ST-1601,,,load report;budgets,SLO target or documented capacity,TST-027,P0,True,M,,True,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED
ST-1605,EPIC-16,Failure injection and runbook drill,provider/db/queue/kill/rollbackを演習,ST-1602;ST-1405,,,drill evidence,safe degradation and owner response,TST-028,P0,True,L,,False,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED
ST-1606,EPIC-16,Backup restore drill,DB/Object/IaCを隔離復元,ST-1502;ST-1505,,,restore evidence;RPO/RTO,integrity/roles/readmodel validated,TST-029,P0,True,L,OD-014,False,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED
ST-1607,EPIC-16,Gate evidence generator,Suite/decision/artifactを不変Pack化,ST-0005;ST-1603;ST-1605;ST-1606,,,gate report,missing evidence blocks,TST-032,P0,True,M,,True,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED
ST-1701,EPIC-17,Resolve MVP business inputs,カテゴリ/ブランド/reviewer/SLA/budgetを確定,ST-0006,,,approved decisions,OD-001/002/005/006/007/008/009 resolved,TST-032,P0,True,M,OD-001;OD-002;OD-005;OD-006;OD-007;OD-008;OD-009,True,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED
ST-1702,EPIC-17,Create category fixtures and rules,初期カテゴリの属性/identity/freshnessを実装,ST-1701;ST-0504;ST-1401,,,category config;golden products,domain reviewer approval,TST-020,P0,True,L,,False,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED
ST-1703,EPIC-17,End-to-end first article,1記事を取込から公開まで通す,ST-1702;ST-0906;ST-1007;ST-1302;ST-1505,,,staging article;evidence pack,"all mandatory gates, no production claim",TST-021;TST-022;TST-032,P0,True,L,,False,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED
ST-1704,EPIC-17,5-10 article editorial pilot,限定記事で品質・作業量を校正,ST-1703,,,pilot articles;time/cost/quality observations,critical defect zero;review logs,TST-018;TST-020;TST-032,P0,True,L,,False,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED
ST-1705,EPIC-17,Pilot security/recovery sign-off,GATE-0/技術PilotのEvidence,ST-1607;ST-1704,,,decision record,blocking decisions resolved;runtime evidence,TST-026;TST-029;TST-032,P0,True,M,,True,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED
ST-1801,EPIC-18,Expand to 30-45 articles,同一カテゴリで記事Portfolioを構築,ST-1705,,,approved articles,quality>=85;major claim coverage 100%,TST-020;TST-032,P0,True,L,,False,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED
ST-1802,EPIC-18,GATE-1 decision,Editorial/technical pilotを判定,ST-1801,,,GATE-1 pack,all mandatory criteria,TST-032,P0,True,M,,True,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED
ST-1803,EPIC-18,GATE-2 observation,検索/行動/鮮度を観測,ST-1802;ST-1205,,,GATE-2 pack,defined observation period/data quality,TST-030;TST-032,P0,True,L,,False,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED
ST-1804,EPIC-18,GATE-3 economics,確定成果/費用/利益を評価,ST-1803;ST-1305,,,GATE-3 pack,confirmed basis and no false attribution,TST-030;TST-032,P0,True,L,,False,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED
ST-1805,EPIC-18,Scale/hold/pivot decision,次カテゴリ・継続・撤退を判断,ST-1804,,,portfolio decision,quality/economics/risk evidence,TST-032,P0,True,M,,True,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED
ST-1901,EPIC-19,Model judge calibrated automation,Human labelでJudgeを校正し限定利用,ST-0707,,,post-MVP design revision and implementation,separate release decision required,TST-032,P2,False,M,,True,APPROVED_FOR_IMPLEMENTATION,DEFERRED_POST_MVP,NOT_EXECUTED
ST-1902,EPIC-19,Champion/challenger routing,Shadow/CanaryでRouteを最適化,ST-0708,,,post-MVP design revision and implementation,separate release decision required,TST-032,P2,False,M,,True,APPROVED_FOR_IMPLEMENTATION,DEFERRED_POST_MVP,NOT_EXECUTED
ST-1903,EPIC-19,Approved partial auto-publication,明示Release条件を満たす低Risk変更のみ自動化,ST-1805,,,post-MVP design revision and implementation,separate release decision required,TST-032,P2,False,M,,True,APPROVED_FOR_IMPLEMENTATION,DEFERRED_POST_MVP,NOT_EXECUTED
ST-1904,EPIC-19,Multiple categories,カテゴリ別Identity/Freshness/Templateを追加,ST-1805,,,post-MVP design revision and implementation,separate release decision required,TST-032,P2,False,M,,True,APPROVED_FOR_IMPLEMENTATION,DEFERRED_POST_MVP,NOT_EXECUTED
ST-1905,EPIC-19,Advanced rank provider adapter,承認済みProvider連携,ST-1206,,,post-MVP design revision and implementation,separate release decision required,TST-032,P2,False,M,,True,APPROVED_FOR_IMPLEMENTATION,DEFERRED_POST_MVP,NOT_EXECUTED
ST-1906,EPIC-19,Advanced causal attribution,十分な信号・Privacy review後に改善,ST-1303,,,post-MVP design revision and implementation,separate release decision required,TST-032,P2,False,M,,True,APPROVED_FOR_IMPLEMENTATION,DEFERRED_POST_MVP,NOT_EXECUTED
ST-1907,EPIC-19,Automated content portfolio optimizer,強化/統合/撤退候補をHumanへ提案,ST-1805,,,post-MVP design revision and implementation,separate release decision required,TST-032,P2,False,M,,True,APPROVED_FOR_IMPLEMENTATION,DEFERRED_POST_MVP,NOT_EXECUTED
ST-1908,EPIC-19,Fine-tuning evaluation,Dataset権利と費用対効果を満たす場合のみ検討,ST-0707,,,post-MVP design revision and implementation,separate release decision required,TST-032,P2,False,M,,True,APPROVED_FOR_IMPLEMENTATION,DEFERRED_POST_MVP,NOT_EXECUTED
