id,category,area,item,design_status,implementation_status,verification_status,blocking,dependencies,evidence_required,owner,source,notes
ST-1502,IMPLEMENTATION_STORY,EPIC-15,Data services infrastructure,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,ST-1501,TST-026;TST-029,Platform/Operations,07_backlog/RAOS_13_story_backlog_v1.0.yaml,
ST-1503,IMPLEMENTATION_STORY,EPIC-15,Compute/CDN/WAF infrastructure,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,ST-1501,TST-026;TST-027,Platform/Operations,07_backlog/RAOS_13_story_backlog_v1.0.yaml,
ST-1504,IMPLEMENTATION_STORY,EPIC-15,GitHub OIDC deployment,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,ST-0107;ST-1501,TST-026,Platform/Operations,07_backlog/RAOS_13_story_backlog_v1.0.yaml,
ST-1505,IMPLEMENTATION_STORY,EPIC-15,Staging deployment pipeline,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,ST-1502;ST-1503;ST-1504,TST-009;TST-022,Platform/Operations,07_backlog/RAOS_13_story_backlog_v1.0.yaml,
ST-1506,IMPLEMENTATION_STORY,EPIC-15,Production deployment definition,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,ST-1505,TST-032,Platform/Operations,07_backlog/RAOS_13_story_backlog_v1.0.yaml,OD-009;OD-011;OD-013;OD-015
ST-1601,IMPLEMENTATION_STORY,EPIC-16,Observability foundation,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,ST-1404;ST-1505,TST-031,QA/Security/Operations,07_backlog/RAOS_13_story_backlog_v1.0.yaml,
ST-1602,IMPLEMENTATION_STORY,EPIC-16,SLI/SLO and alert implementation,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,ST-1601,TST-027;TST-028,QA/Security/Operations,07_backlog/RAOS_13_story_backlog_v1.0.yaml,OD-011
ST-1603,IMPLEMENTATION_STORY,EPIC-16,Security verification pack,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,ST-0407;ST-1505,TST-026;TST-031,QA/Security/Operations,07_backlog/RAOS_13_story_backlog_v1.0.yaml,
ST-1604,IMPLEMENTATION_STORY,EPIC-16,Performance/load test,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,ST-1505;ST-1601,TST-027,QA/Security/Operations,07_backlog/RAOS_13_story_backlog_v1.0.yaml,
ST-1605,IMPLEMENTATION_STORY,EPIC-16,Failure injection and runbook drill,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,ST-1602;ST-1405,TST-028,QA/Security/Operations,07_backlog/RAOS_13_story_backlog_v1.0.yaml,
ST-1606,IMPLEMENTATION_STORY,EPIC-16,Backup restore drill,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,ST-1502;ST-1505,TST-029,QA/Security/Operations,07_backlog/RAOS_13_story_backlog_v1.0.yaml,OD-014
ST-1607,IMPLEMENTATION_STORY,EPIC-16,Gate evidence generator,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,ST-0005;ST-1603;ST-1605;ST-1606,TST-032,QA/Security/Operations,07_backlog/RAOS_13_story_backlog_v1.0.yaml,
ST-1701,IMPLEMENTATION_STORY,EPIC-17,Resolve MVP business inputs,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,ST-0006,TST-032,Product/Editorial,07_backlog/RAOS_13_story_backlog_v1.0.yaml,OD-001;OD-002;OD-005;OD-006;OD-007;OD-008;OD-009
ST-1702,IMPLEMENTATION_STORY,EPIC-17,Create category fixtures and rules,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,ST-1701;ST-0504;ST-1401,TST-020,Product/Editorial,07_backlog/RAOS_13_story_backlog_v1.0.yaml,
ST-1703,IMPLEMENTATION_STORY,EPIC-17,End-to-end first article,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,ST-1702;ST-0906;ST-1007;ST-1302;ST-1505,TST-021;TST-022;TST-032,Product/Editorial,07_backlog/RAOS_13_story_backlog_v1.0.yaml,
ST-1704,IMPLEMENTATION_STORY,EPIC-17,5-10 article editorial pilot,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,ST-1703,TST-018;TST-020;TST-032,Product/Editorial,07_backlog/RAOS_13_story_backlog_v1.0.yaml,
ST-1705,IMPLEMENTATION_STORY,EPIC-17,Pilot security/recovery sign-off,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,ST-1607;ST-1704,TST-026;TST-029;TST-032,Product/Editorial,07_backlog/RAOS_13_story_backlog_v1.0.yaml,
ST-1801,IMPLEMENTATION_STORY,EPIC-18,Expand to 30-45 articles,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,ST-1705,TST-020;TST-032,Product/Analytics,07_backlog/RAOS_13_story_backlog_v1.0.yaml,
ST-1802,IMPLEMENTATION_STORY,EPIC-18,GATE-1 decision,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,ST-1801,TST-032,Product/Analytics,07_backlog/RAOS_13_story_backlog_v1.0.yaml,
ST-1803,IMPLEMENTATION_STORY,EPIC-18,GATE-2 observation,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,ST-1802;ST-1205,TST-030;TST-032,Product/Analytics,07_backlog/RAOS_13_story_backlog_v1.0.yaml,
ST-1804,IMPLEMENTATION_STORY,EPIC-18,GATE-3 economics,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,ST-1803;ST-1305,TST-030;TST-032,Product/Analytics,07_backlog/RAOS_13_story_backlog_v1.0.yaml,
ST-1805,IMPLEMENTATION_STORY,EPIC-18,Scale/hold/pivot decision,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,ST-1804,TST-032,Product/Analytics,07_backlog/RAOS_13_story_backlog_v1.0.yaml,
ST-1901,IMPLEMENTATION_STORY,EPIC-19,Model judge calibrated automation,APPROVED_FOR_IMPLEMENTATION,DEFERRED_POST_MVP,NOT_EXECUTED,false,ST-0707,TST-032,Post-MVP,07_backlog/RAOS_13_story_backlog_v1.0.yaml,
ST-1902,IMPLEMENTATION_STORY,EPIC-19,Champion/challenger routing,APPROVED_FOR_IMPLEMENTATION,DEFERRED_POST_MVP,NOT_EXECUTED,false,ST-0708,TST-032,Post-MVP,07_backlog/RAOS_13_story_backlog_v1.0.yaml,
ST-1903,IMPLEMENTATION_STORY,EPIC-19,Approved partial auto-publication,APPROVED_FOR_IMPLEMENTATION,DEFERRED_POST_MVP,NOT_EXECUTED,false,ST-1805,TST-032,Post-MVP,07_backlog/RAOS_13_story_backlog_v1.0.yaml,
ST-1904,IMPLEMENTATION_STORY,EPIC-19,Multiple categories,APPROVED_FOR_IMPLEMENTATION,DEFERRED_POST_MVP,NOT_EXECUTED,false,ST-1805,TST-032,Post-MVP,07_backlog/RAOS_13_story_backlog_v1.0.yaml,
ST-1905,IMPLEMENTATION_STORY,EPIC-19,Advanced rank provider adapter,APPROVED_FOR_IMPLEMENTATION,DEFERRED_POST_MVP,NOT_EXECUTED,false,ST-1206,TST-032,Post-MVP,07_backlog/RAOS_13_story_backlog_v1.0.yaml,
ST-1906,IMPLEMENTATION_STORY,EPIC-19,Advanced causal attribution,APPROVED_FOR_IMPLEMENTATION,DEFERRED_POST_MVP,NOT_EXECUTED,false,ST-1303,TST-032,Post-MVP,07_backlog/RAOS_13_story_backlog_v1.0.yaml,
ST-1907,IMPLEMENTATION_STORY,EPIC-19,Automated content portfolio optimizer,APPROVED_FOR_IMPLEMENTATION,DEFERRED_POST_MVP,NOT_EXECUTED,false,ST-1805,TST-032,Post-MVP,07_backlog/RAOS_13_story_backlog_v1.0.yaml,
ST-1908,IMPLEMENTATION_STORY,EPIC-19,Fine-tuning evaluation,APPROVED_FOR_IMPLEMENTATION,DEFERRED_POST_MVP,NOT_EXECUTED,false,ST-0707,TST-032,Post-MVP,07_backlog/RAOS_13_story_backlog_v1.0.yaml,
TST-001,RUNTIME_TEST,static,Repository static checks,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,format/lint/type/schema/file policy,Engineering,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,CI
TST-002,RUNTIME_TEST,contract,Contract lint and reference resolution,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,OpenAPI/AsyncAPI/JSON Schemaの構文・参照,Engineering,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,CI
TST-003,RUNTIME_TEST,contract,Breaking change detection,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,公開済みContract互換性,Engineering,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,CI
TST-004,RUNTIME_TEST,contract,Generated artifact drift,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,生成型/client/docの再現性,Engineering,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,CI
TST-005,RUNTIME_TEST,unit,Python unit,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,Domain value/object/policyの局所Test,Engineering,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,CI
TST-006,RUNTIME_TEST,unit,TypeScript unit,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,UI logic/renderer/functionの局所Test,Engineering,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,CI
TST-007,RUNTIME_TEST,unit,Property-based domain tests,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,冪等性、状態遷移、金額、正規化の不変条件,Engineering,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,CI
TST-008,RUNTIME_TEST,database,PostgreSQL baseline integration,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,DDL/extension/seed/constraint/trigger/role,Engineering,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,CI
TST-009,RUNTIME_TEST,database,Migration zero-to-latest,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,空DBから最新版へ到達,Engineering,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,CI
TST-010,RUNTIME_TEST,database,Migration upgrade/rollback,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,前Versionからupgrade、失敗時復旧,Engineering,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,CI;staging
TST-011,RUNTIME_TEST,database,DB authorization and immutability,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,Role/Grant/Public isolation/immutable guards,Engineering,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,CI
TST-012,RUNTIME_TEST,api,HTTP API integration,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,認証、authz、idempotency、ETag、Problem Details,Engineering,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,CI
TST-013,RUNTIME_TEST,async,Async delivery and idempotency,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,重複、順不同、retry、DLQ、lease,Engineering,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,CI
TST-014,RUNTIME_TEST,storage,Object artifact integrity,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,Hash、version、tamper、retention hooks,Engineering,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,CI
TST-015,RUNTIME_TEST,adapter,Rakuten adapter recorded contract,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,Recorded fixtureのrequest/normalization/error,Engineering,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,CI
TST-016,RUNTIME_TEST,adapter,Rakuten adapter live smoke,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,公式Sandbox/低影響Liveでauth/rate/schema,Operations,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,staging
TST-017,RUNTIME_TEST,adapter,OpenAI adapter recorded contract,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,request、structured output、refusal、usage、error,Engineering,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,CI
TST-018,RUNTIME_TEST,ai,OpenAI live bounded evaluation,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,承認DatasetでRoute/Modelを評価,AI/Editorial,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,staging
TST-019,RUNTIME_TEST,ai,AI red-team regression,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,Prompt injection、虚偽、review、bias、secret,AI/Security,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,CI;staging
TST-020,RUNTIME_TEST,content,Content AST and policy,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,5記事型、Block、Claim、Recommendation、Disclosure,Engineering,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,CI
TST-021,RUNTIME_TEST,content,Publication snapshot E2E,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,承認からsnapshot/readmodel/rollback,Engineering,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,CI;staging
TST-022,RUNTIME_TEST,ui,Browser functional E2E,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,主要WorkflowとPublic view,Engineering,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,CI;staging
TST-023,RUNTIME_TEST,ui,Accessibility automated,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,axe等による機械検査,Engineering,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,CI
TST-024,RUNTIME_TEST,ui,Accessibility manual,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,Keyboard、Zoom、Screen reader、cognitive checks,QA/Accessibility,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,staging
TST-025,RUNTIME_TEST,ui,Visual regression,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,false,,主要Template/Component差分,Engineering,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,CI
TST-026,RUNTIME_TEST,security,Security verification,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,ASVS control、SAST/SCA/DAST、manual abuse,Security,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,CI;staging
TST-027,RUNTIME_TEST,performance,Performance and load,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,Public/Admin/API/workerのSLO capacity,Engineering,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,staging
TST-028,RUNTIME_TEST,reliability,Reliability failure injection,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,provider/queue/db/timeouts/retry/kill switch,Engineering,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,staging
TST-029,RUNTIME_TEST,recovery,Backup restore drill,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,RDS/Object/Configのrestoreと整合,Operations,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,staging/recovery
TST-030,RUNTIME_TEST,analytics,Analytics reconciliation,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,Event/GA4/GSC/Revenue/Attribution/KPIの再現,Engineering,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,CI;staging
TST-031,RUNTIME_TEST,privacy,Privacy and retention,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,PII scan、consent、deletion、access,Privacy/Security,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,CI;staging
TST-032,RUNTIME_TEST,acceptance,GATE acceptance pack,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,GATE-0..4のEvidenceをSnapshot化,Product Owner,05_test/RAOS_11_test_suite_catalog_v1.0.yaml,staging
OD-001,OPEN_DECISION,initial_category,低リスクで比較軸が構造化可能な最初のカテゴリを1つ選定,DESIGNED_DECISION_POINT,BLOCKED_PENDING_INPUT,NOT_EXECUTED,true,,MVP vertical slice,Product Owner,01_integration/RAOS_07_open_decisions_v1.0.yaml,カテゴリ固有実装を停止し合成Fixtureのみ使用
OD-002,OPEN_DECISION,site_name_and_domain,ブランド名、ドメイン、運営者表記を決定,DESIGNED_DECISION_POINT,BLOCKED_PENDING_INPUT,NOT_EXECUTED,true,,Staging public UI,Product Owner,01_integration/RAOS_07_open_decisions_v1.0.yaml,example.invalidと仮ブランドを使用し外部公開禁止
OD-003,OPEN_DECISION,rakuten_report_sample,実際に利用可能な成果Reportの匿名化サンプル、列、状態、粒度を確認,DESIGNED_DECISION_POINT,BLOCKED_PENDING_INPUT,NOT_EXECUTED,true,,Finance adapter,Business Owner,01_integration/RAOS_07_open_decisions_v1.0.yaml,Synthetic fixtureのみ。実成果帰属を未検証表示
OD-004,OPEN_DECISION,keyword_and_rank_provider,規約適合した順位/Keyword Providerまたは手動Importを選定,DESIGNED_DECISION_POINT,BLOCKED_PENDING_INPUT,NOT_EXECUTED,false,,GATE-2 automation,Product Owner,01_integration/RAOS_07_open_decisions_v1.0.yaml,Search Consoleと手動CSVのみ
OD-005,OPEN_DECISION,human_reviewer_and_hourly_cost,Reviewer、代替Reviewer、標準人件費を決定,DESIGNED_DECISION_POINT,BLOCKED_PENDING_INPUT,NOT_EXECUTED,true,,GATE-1 and contribution profit,Business Owner,01_integration/RAOS_07_open_decisions_v1.0.yaml,公開不可、利益計算の人件費はUNKNOWN
OD-006,OPEN_DECISION,category_product_identity_rules,型番、容量、色、セット、JAN等の統合/分離ルールをカテゴリごとに定義,DESIGNED_DECISION_POINT,BLOCKED_PENDING_INPUT,NOT_EXECUTED,true,,Catalog grouping,Domain Editor,01_integration/RAOS_07_open_decisions_v1.0.yaml,自動統合せずHuman Reviewへ送る
OD-007,OPEN_DECISION,category_freshness_sla,価格、在庫、仕様、画像、リンクの最大許容Ageを定義,DESIGNED_DECISION_POINT,BLOCKED_PENDING_INPUT,NOT_EXECUTED,true,,Publication and refresh,Managing Editor,01_integration/RAOS_07_open_decisions_v1.0.yaml,保守的な暫定値を適用しStale時は非表示
OD-008,OPEN_DECISION,legal_review_boundary,法務確認対象、相談経路、記録方法を確定,DESIGNED_DECISION_POINT,BLOCKED_PENDING_INPUT,NOT_EXECUTED,true,,GATE-0,Business Owner / Legal,01_integration/RAOS_07_open_decisions_v1.0.yaml,法的判断をAI/開発者が代替せず公開をブロック
OD-009,OPEN_DECISION,budget_and_acceptable_loss,AWS、LLM、外部Providerの月次上限と自動停止閾値を設定,DESIGNED_DECISION_POINT,BLOCKED_PENDING_INPUT,NOT_EXECUTED,true,,Cloud/LLM release,Business Owner,01_integration/RAOS_07_open_decisions_v1.0.yaml,低い開発用上限、Production無効
OD-010,OPEN_DECISION,oidc_provider,Cognitoまたは承認済みOIDC Providerを選定,DESIGNED_DECISION_POINT,BLOCKED_PENDING_INPUT,NOT_EXECUTED,true,,Admin authentication,Security Owner,01_integration/RAOS_07_open_decisions_v1.0.yaml,Local fake authはdevelopmentのみ。外部公開不可
OD-011,OPEN_DECISION,notification_channels,Critical/High通知先とEscalation連絡先を設定,DESIGNED_DECISION_POINT,BLOCKED_PENDING_INPUT,NOT_EXECUTED,true,,Incident operations,Operations Owner,01_integration/RAOS_07_open_decisions_v1.0.yaml,Local logのみ。Production不可
OD-012,OPEN_DECISION,privacy_and_consent_mode,同意Banner、Cookie/計測方針、Privacy文言を決定,DESIGNED_DECISION_POINT,BLOCKED_PENDING_INPUT,NOT_EXECUTED,true,,Public analytics,Privacy Owner,01_integration/RAOS_07_open_decisions_v1.0.yaml,非必須Trackingを無効化しFirst-party最小Eventのみ
OD-013,OPEN_DECISION,production_region_and_data_residency,AWS Region、Backup Region、越境移転の扱いを承認,DESIGNED_DECISION_POINT,BLOCKED_PENDING_INPUT,NOT_EXECUTED,true,,Terraform production,Security/Business Owner,01_integration/RAOS_07_open_decisions_v1.0.yaml,Referenceはap-northeast-1、Production apply禁止
OD-014,OPEN_DECISION,retention_periods,Analytics個票、Security Log、AI Artifact、成果データの保持期間を承認,DESIGNED_DECISION_POINT,BLOCKED_PENDING_INPUT,NOT_EXECUTED,true,,Deletion jobs,Privacy/Finance/Legal,01_integration/RAOS_07_open_decisions_v1.0.yaml,自動削除Jobは無効、最小収集
OD-015,OPEN_DECISION,production_provider_credentials,楽天、OpenAI、Google、AWSの専用Account/権限/Secretを設定,DESIGNED_DECISION_POINT,BLOCKED_PENDING_INPUT,NOT_EXECUTED,true,,Live adapter test,Operations Owner,01_integration/RAOS_07_open_decisions_v1.0.yaml,Recorded fixtureのみ
EXT-001,EXTERNAL_INTEGRATION,provider/cloud,Rakuten Web Service,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,OD-015,recorded contract and bounded live validation,Operations/Engineering,00_master/RAOS_implementation_status_registry_v1.0.yaml,NOT_CONFIGURED
EXT-002,EXTERNAL_INTEGRATION,provider/cloud,Rakuten affiliate result report,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,OD-003;OD-015,recorded contract and bounded live validation,Operations/Engineering,00_master/RAOS_implementation_status_registry_v1.0.yaml,NOT_CONFIGURED
EXT-003,EXTERNAL_INTEGRATION,provider/cloud,OpenAI Responses API,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,OD-009;OD-015,recorded contract and bounded live validation,Operations/Engineering,00_master/RAOS_implementation_status_registry_v1.0.yaml,NOT_CONFIGURED
EXT-004,EXTERNAL_INTEGRATION,provider/cloud,Google Search Console API,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,OD-015,recorded contract and bounded live validation,Operations/Engineering,00_master/RAOS_implementation_status_registry_v1.0.yaml,NOT_CONFIGURED
EXT-005,EXTERNAL_INTEGRATION,provider/cloud,Google Analytics Data API / GA4,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,OD-012;OD-015,recorded contract and bounded live validation,Operations/Engineering,00_master/RAOS_implementation_status_registry_v1.0.yaml,NOT_CONFIGURED
EXT-006,EXTERNAL_INTEGRATION,provider/cloud,AWS production environment,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,OD-009;OD-013;OD-015,recorded contract and bounded live validation,Operations/Engineering,00_master/RAOS_implementation_status_registry_v1.0.yaml,NOT_CONFIGURED
EXT-007,EXTERNAL_INTEGRATION,provider/cloud,OIDC/MFA provider,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,OD-010,recorded contract and bounded live validation,Operations/Engineering,00_master/RAOS_implementation_status_registry_v1.0.yaml,NOT_CONFIGURED
EXT-008,EXTERNAL_INTEGRATION,provider/cloud,GitHub repository/rulesets/OIDC,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,,recorded contract and bounded live validation,Operations/Engineering,00_master/RAOS_implementation_status_registry_v1.0.yaml,NOT_CONFIGURED
EXT-009,EXTERNAL_INTEGRATION,provider/cloud,Notification channel,APPROVED_FOR_IMPLEMENTATION,NOT_STARTED,NOT_EXECUTED,true,OD-011,recorded contract and bounded live validation,Operations/Engineering,00_master/RAOS_implementation_status_registry_v1.0.yaml,NOT_CONFIGURED
ENV-DEV,ENVIRONMENT,runtime,DEV,APPROVED_FOR_IMPLEMENTATION,NOT_CONFIGURED,NOT_EXECUTED,false,,environment provisioning and smoke evidence,Platform/Operations,00_master/RAOS_implementation_status_registry_v1.0.yaml,
ENV-CI,ENVIRONMENT,runtime,CI,APPROVED_FOR_IMPLEMENTATION,NOT_CONFIGURED,NOT_EXECUTED,true,,environment provisioning and smoke evidence,Platform/Operations,00_master/RAOS_implementation_status_registry_v1.0.yaml,
ENV-INTEGRATION,ENVIRONMENT,runtime,INTEGRATION,APPROVED_FOR_IMPLEMENTATION,NOT_CONFIGURED,NOT_EXECUTED,true,,environment provisioning and smoke evidence,Platform/Operations,00_master/RAOS_implementation_status_registry_v1.0.yaml,
ENV-STAGING,ENVIRONMENT,runtime,STAGING,APPROVED_FOR_IMPLEMENTATION,NOT_CONFIGURED,NOT_EXECUTED,true,,environment provisioning and smoke evidence,Platform/Operations,00_master/RAOS_implementation_status_registry_v1.0.yaml,
ENV-RECOVERY,ENVIRONMENT,runtime,RECOVERY,APPROVED_FOR_IMPLEMENTATION,NOT_CONFIGURED,NOT_EXECUTED,false,,environment provisioning and smoke evidence,Platform/Operations,00_master/RAOS_implementation_status_registry_v1.0.yaml,
ENV-PRODUCTION,ENVIRONMENT,runtime,PRODUCTION,APPROVED_FOR_IMPLEMENTATION,NOT_CONFIGURED,NOT_EXECUTED,true,,environment provisioning and smoke evidence,Platform/Operations,00_master/RAOS_implementation_status_registry_v1.0.yaml,
